trait,axis1,axis2,axis3,axis4,axis5,axis6,axis7,axis8,time
current,0.8612,7.0706,5.8984,1.3176,1.2318,0.7918,2.0265,0.1137,2022-10-17 13:44:16.635000+00:00
current,0.5107,6.9617,5.8641,1.5188,1.535,1.0918,1.3931,0.253,2022-10-17 13:44:18.526000+00:00
current,0.5349,4.474,6.0222,1.2592,2.0221,1.1822,1.7486,0.4214,2022-10-17 13:44:20.417000+00:00
current,1.4856,3.7672,7.1529,0.8596,2.1376,0.927,0.9448,0.5385,2022-10-17 13:44:22.308000+00:00
current,0.9066,4.0335,7.6121,0.9808,2.2304,1.1375,1.5168,0.824,2022-10-17 13:44:24.199000+00:00
current,0.4292,4.7215,6.0803,1.3569,1.8886,0.9912,1.4538,0.7922,2022-10-17 13:44:26.090000+00:00
current,0.0,6.1346,3.405,0.8912,2.3776,0.9403,1.4811,0.7013,2022-10-17 13:44:27.981000+00:00
current,0.8962,8.7031,3.1212,1.7153,2.0367,0.3648,1.4668,0.5345,2022-10-17 13:44:29.872000+00:00
current,0.7466,7.7163,1.6789,1.2904,2.3393,0.1422,1.9931,0.4502,2022-10-17 13:44:31.763000+00:00
current,0.8137,9.4106,1.8325,1.3862,2.729,0.6169,2.3354,0.3914,2022-10-17 13:44:33.654000+00:00
current,0.6999,9.5015,2.6499,2.1976,2.947,1.0097,2.3022,0.3546,2022-10-17 13:44:35.545000+00:00
current,0.3472,7.0101,3.2395,1.6333,2.9601,0.8922,2.0524,0.3372,2022-10-17 13:44:37.436000+00:00
current,0.3575,6.6585,2.8183,1.195,2.264,0.4879,2.053,0.0954,2022-10-17 13:44:39.327000+00:00
current,1.611,6.7773,3.4957,1.6736,2.9092,0.9758,2.7979,0.0635,2022-10-17 13:44:41.218000+00:00
current,2.2465,5.3275,5.324,2.179,3.0825,0.8258,2.6812,0.0537,2022-10-17 13:44:43.109000+00:00
current,1.7815,3.6895,5.7466,1.4852,2.381,1.3604,2.9297,0.0773,2022-10-17 13:44:45+00:00
current,2.0561,2.1604,6.0849,1.1969,2.175,1.3917,2.5269,0.0055,2022-10-17 13:44:46.891000+00:00
current,1.62,1.6514,5.2769,1.0342,2.1238,1.0156,2.1431,0.0,2022-10-17 13:44:48.782000+00:00
current,0.791,0.6685,5.4169,0.8497,2.4741,1.2707,2.3922,0.0,2022-10-17 13:44:50.673000+00:00
current,1.3365,3.2076,7.2186,1.0214,1.5335,1.1368,2.6087,0.0,2022-10-17 13:44:52.564000+00:00
current,1.8923,0.0,6.8926,1.0828,1.612,0.9421,1.9914,0.0,2022-10-17 13:44:54.455000+00:00
current,2.3399,0.3059,6.28,0.5622,1.683,0.9495,2.0076,0.0376,2022-10-17 13:44:56.346000+00:00
current,2.0425,1.7339,7.6229,1.1215,1.2532,0.4957,2.2817,0.19,2022-10-17 13:44:58.237000+00:00
current,1.9148,0.5823,7.1415,0.6596,1.6286,0.7582,1.9051,0.0117,2022-10-17 13:45:00.128000+00:00
current,2.2233,0.7403,7.6445,0.9226,1.6361,0.5871,2.1479,0.0419,2022-10-17 13:45:02.019000+00:00
current,2.3354,0.7025,7.6292,0.1343,1.9295,0.0,2.1085,0.0448,2022-10-17 13:45:03.910000+00:00
current,2.0737,1.101,7.9959,0.0,1.5153,0.0,2.9587,0.093,2022-10-17 13:45:05.801000+00:00
current,1.272,2.6694,8.7186,0.0,1.7453,1.2448,2.6787,0.0322,2022-10-17 13:45:07.692000+00:00
current,1.351,3.9347,9.9097,0.5367,2.0213,1.1472,2.329,0.0,2022-10-17 13:45:09.583000+00:00
current,1.868,3.156,10.7185,0.3831,1.6932,1.5976,1.745,0.0897,2022-10-17 13:45:11.474000+00:00
current,1.2815,0.9771,11.9357,0.6088,1.4299,0.7426,1.8832,0.2128,2022-10-17 13:45:13.365000+00:00
current,1.6021,1.7444,10.9327,0.94,0.9207,0.7478,2.094,0.2438,2022-10-17 13:45:15.256000+00:00
current,1.7486,1.0921,8.8574,1.1908,0.5361,0.2044,2.5932,0.1705,2022-10-17 13:45:17.147000+00:00
current,2.0739,0.7156,8.2776,1.0169,0.3726,0.0,1.5232,0.3552,2022-10-17 13:45:19.038000+00:00
current,2.423,1.6044,11.4844,0.9193,0.5021,0.0,0.8044,0.3298,2022-10-17 13:45:20.929000+00:00
current,2.0135,1.3282,10.7215,1.1817,0.8759,0.6133,1.0284,0.3828,2022-10-17 13:45:22.820000+00:00
current,1.2188,2.2919,7.8599,1.2484,1.1258,1.1079,1.1457,0.2337,2022-10-17 13:45:24.711000+00:00
current,1.004,6.7643,10.8504,1.823,1.5942,0.7891,0.9585,0.2937,2022-10-17 13:45:26.602000+00:00
current,1.468,7.8038,10.5178,0.9527,1.3496,0.9918,1.2168,0.261,2022-10-17 13:45:28.493000+00:00
current,1.2244,9.8164,8.9506,1.3641,0.7661,1.0598,2.2842,0.1947,2022-10-17 13:45:30.384000+00:00
current,0.935,10.2649,7.133,1.4362,0.3299,0.7462,1.8217,0.182,2022-10-17 13:45:32.275000+00:00
current,0.1537,9.9596,7.1144,2.0468,0.9831,0.0207,1.935,0.2765,2022-10-17 13:45:34.166000+00:00
current,1.1016,10.4185,7.8498,2.7883,0.0762,0.6649,1.934,0.4913,2022-10-17 13:45:36.057000+00:00
current,1.5265,10.7519,8.4202,2.6061,0.7248,1.1287,0.9266,0.6513,2022-10-17 13:45:37.948000+00:00
current,1.8831,11.6819,9.2092,2.625,0.2123,1.1735,0.2755,0.7363,2022-10-17 13:45:39.839000+00:00
current,2.2954,11.2059,6.9773,2.3521,0.4624,0.9527,1.7667,0.7592,2022-10-17 13:45:41.730000+00:00
current,2.4859,8.5426,5.3569,2.6073,1.228,0.8915,1.3743,0.5541,2022-10-17 13:45:43.621000+00:00
current,2.2781,5.8844,5.3313,2.8451,1.3387,0.9644,1.1237,0.6283,2022-10-17 13:45:45.512000+00:00
current,2.1282,6.6449,6.715,2.5692,1.471,1.4299,0.4253,0.5704,2022-10-17 13:45:47.403000+00:00
current,1.8715,4.7352,6.0346,2.7049,1.0764,1.3185,0.0,0.5928,2022-10-17 13:45:49.294000+00:00
current,3.0551,5.9786,3.1388,2.5348,1.2816,1.0431,0.0,0.4806,2022-10-17 13:45:51.185000+00:00
current,3.16,8.1636,4.3912,2.1107,1.6136,1.1778,0.0,0.4892,2022-10-17 13:45:53.076000+00:00
current,2.7834,7.5818,1.0663,2.129,2.5897,1.2317,0.0,0.501,2022-10-17 13:45:54.967000+00:00
current,2.8737,9.3984,0.865,2.2376,2.4351,1.5136,0.3398,0.3346,2022-10-17 13:45:56.858000+00:00
current,2.2729,9.4769,2.2632,2.358,3.6647,0.4359,0.305,0.2823,2022-10-17 13:45:58.749000+00:00
current,2.8943,9.1668,3.4825,1.9359,2.9316,0.246,0.0,0.2411,2022-10-17 13:46:00.640000+00:00
current,2.4531,8.9644,1.6152,1.7938,2.9959,0.3345,0.0,0.1442,2022-10-17 13:46:02.531000+00:00
current,2.5929,7.3054,3.0817,1.1734,2.6986,0.0,0.0,0.1649,2022-10-17 13:46:04.422000+00:00
current,2.9796,5.6035,4.9807,1.2315,2.504,0.1359,0.5404,0.1194,2022-10-17 13:46:06.313000+00:00
current,3.013,2.9518,5.8118,1.2656,1.8218,0.0,0.9997,0.173,2022-10-17 13:46:08.204000+00:00
current,2.909,2.0539,5.4541,0.77,2.2194,0.0,1.4316,0.0504,2022-10-17 13:46:10.095000+00:00
current,2.7767,5.9398,6.0052,0.3137,2.7778,0.0,0.611,0.1732,2022-10-17 13:46:11.986000+00:00
current,2.6265,3.5006,5.0215,0.6089,2.8366,0.606,1.206,0.0205,2022-10-17 13:46:13.877000+00:00
current,2.2511,1.8232,6.3647,1.1214,3.0655,0.5001,0.7346,0.221,2022-10-17 13:46:15.768000+00:00
current,1.9719,0.9196,8.118,0.8416,2.499,0.8067,0.7314,0.2188,2022-10-17 13:46:17.659000+00:00
current,2.6119,0.1831,7.3048,0.8342,1.8927,0.2586,0.4985,0.2163,2022-10-17 13:46:19.550000+00:00
current,2.4542,1.2001,8.0562,0.3525,2.2529,0.9682,0.5871,0.3071,2022-10-17 13:46:21.441000+00:00
current,1.9993,0.6755,9.024,0.7531,2.3331,0.7176,0.5676,0.293,2022-10-17 13:46:23.332000+00:00
current,1.7145,0.8788,8.3611,1.3206,2.9183,0.5124,0.6656,0.3032,2022-10-17 13:46:25.223000+00:00
current,2.205,0.0,5.2301,0.9131,3.0218,0.3991,1.9265,0.2557,2022-10-17 13:46:27.114000+00:00
current,2.4502,0.0,5.4099,0.4498,1.9633,0.1677,1.5559,0.3191,2022-10-17 13:46:29.005000+00:00
current,2.6176,0.3328,1.5743,0.4556,1.7456,0.0,0.9802,0.4911,2022-10-17 13:46:30.896000+00:00
current,2.3905,0.6749,3.9222,0.6023,2.2805,0.4553,0.8194,0.4537,2022-10-17 13:46:32.787000+00:00
current,2.57,4.4394,4.7911,0.215,1.878,0.4513,1.1103,0.4476,2022-10-17 13:46:34.678000+00:00
current,2.1693,4.5447,4.5153,0.0,1.8919,0.2661,0.0817,0.3374,2022-10-17 13:46:36.569000+00:00
current,1.986,4.3427,5.7499,0.3821,1.4258,1.0189,0.8055,0.2033,2022-10-17 13:46:38.460000+00:00
current,2.389,0.4232,4.2403,0.0,1.9494,0.634,0.0,0.2188,2022-10-17 13:46:40.351000+00:00
current,2.7076,1.3682,5.7346,0.0,1.8721,0.7604,0.0,0.3852,2022-10-17 13:46:42.242000+00:00
current,2.1369,0.0,5.9496,0.0,1.9312,0.047,0.0,0.3394,2022-10-17 13:46:44.133000+00:00
current,1.6816,0.2359,6.1653,0.4059,1.9981,0.0,0.521,0.3272,2022-10-17 13:46:46.024000+00:00
current,1.7173,1.0402,5.5338,0.3067,2.138,0.0,0.5045,0.1901,2022-10-17 13:46:47.915000+00:00
current,2.4965,2.8353,5.104,0.0,1.6658,0.2579,0.5096,0.1875,2022-10-17 13:46:49.806000+00:00
current,1.5156,2.1102,5.7672,0.2887,2.1787,0.182,0.0,0.3775,2022-10-17 13:46:51.697000+00:00
current,1.6462,2.5385,4.5471,0.7732,2.3679,0.9814,0.0,0.365,2022-10-17 13:46:53.588000+00:00
current,0.9995,3.9842,3.0234,1.2925,2.4917,0.584,0.0,0.408,2022-10-17 13:46:55.479000+00:00
current,0.7602,2.662,4.5049,1.4163,2.7069,0.382,0.0,0.5211,2022-10-17 13:46:57.370000+00:00
current,0.6694,3.9879,5.1579,1.6027,2.6509,0.1689,0.1038,0.482,2022-10-17 13:46:59.261000+00:00
current,0.5618,5.1064,3.9112,1.7773,2.8122,0.2544,0.9412,0.6491,2022-10-17 13:47:01.152000+00:00
current,0.4127,4.9706,4.098,1.7921,2.4836,0.9572,0.8637,0.7186,2022-10-17 13:47:03.043000+00:00
current,0.5283,7.6483,4.1897,2.3723,3.0444,1.6257,0.3136,0.7052,2022-10-17 13:47:04.934000+00:00
current,0.3818,8.3212,3.3297,2.2796,1.7594,1.1599,1.2308,0.5219,2022-10-17 13:47:06.825000+00:00
current,0.0,5.3485,3.7076,2.1458,1.9533,0.7495,1.47,0.561,2022-10-17 13:47:08.716000+00:00
current,0.3534,7.0245,3.7425,2.3574,1.752,0.0438,0.8173,0.5273,2022-10-17 13:47:10.607000+00:00
current,0.8195,5.8418,4.9192,2.3162,2.7639,0.4248,0.9188,0.4896,2022-10-17 13:47:12.498000+00:00
current,1.2806,7.1564,5.383,2.8815,2.6955,1.0309,1.6203,0.3017,2022-10-17 13:47:14.389000+00:00
current,0.5944,7.5189,4.6242,3.4086,2.9674,0.9826,0.8237,0.287,2022-10-17 13:47:16.280000+00:00
current,0.8267,3.0452,3.9085,2.8566,2.0605,1.0656,0.2415,0.2113,2022-10-17 13:47:18.171000+00:00
current,1.2099,4.3244,4.4938,2.9758,1.5848,1.2999,0.634,0.1301,2022-10-17 13:47:20.062000+00:00
current,0.7662,4.1249,2.2758,2.814,1.6126,0.8388,1.0971,0.0188,2022-10-17 13:47:21.953000+00:00
current,0.8474,3.5568,1.1029,2.7713,2.034,0.8343,0.5915,0.1455,2022-10-17 13:47:23.844000+00:00
current,0.8625,3.1064,1.2055,3.024,1.8849,0.3607,0.0,0.0682,2022-10-17 13:47:25.735000+00:00
current,1.7809,4.6802,1.3619,2.7461,2.4868,0.7315,0.0399,0.0396,2022-10-17 13:47:27.626000+00:00
current,2.6454,3.3019,2.8818,2.3075,2.4758,0.752,1.2707,0.0883,2022-10-17 13:47:29.517000+00:00
current,1.7657,5.3862,1.2941,1.995,3.5136,0.669,1.9896,0.1675,2022-10-17 13:47:31.408000+00:00
current,2.8948,2.9594,1.055,1.8646,3.1268,0.7091,1.781,0.1248,2022-10-17 13:47:33.299000+00:00
current,2.3361,3.7419,1.3793,1.0986,3.6101,0.5431,1.486,0.2,2022-10-17 13:47:35.190000+00:00
current,2.7091,5.2252,1.2837,0.983,3.661,0.636,2.0492,0.2061,2022-10-17 13:47:37.081000+00:00
current,3.0402,6.5201,0.6766,0.998,3.5719,0.4808,2.1936,0.1453,2022-10-17 13:47:38.972000+00:00
current,2.4298,6.7641,0.2663,1.3302,3.1478,1.014,2.442,0.067,2022-10-17 13:47:40.863000+00:00
current,2.5683,6.345,0.9891,1.1043,3.1897,0.501,2.1968,0.0578,2022-10-17 13:47:42.754000+00:00
current,2.4154,5.4069,0.9943,1.2561,2.639,1.19,0.9831,0.0001,2022-10-17 13:47:44.645000+00:00
current,2.5836,3.4639,0.8697,1.2743,2.5422,1.3369,2.0983,0.0286,2022-10-17 13:47:46.536000+00:00
current,2.5854,2.5922,0.0,1.562,1.8476,1.5927,1.5623,0.0,2022-10-17 13:47:48.427000+00:00
current,3.0331,1.3572,3.046,1.9316,2.274,0.5167,1.9018,0.0,2022-10-17 13:47:50.318000+00:00
current,2.9182,0.0,3.3598,1.711,2.0683,0.538,2.0279,0.0764,2022-10-17 13:47:52.209000+00:00
current,2.7025,3.5227,5.401,2.0671,2.4945,0.0396,1.841,0.0633,2022-10-17 13:47:54.100000+00:00
current,3.0922,0.9559,4.9546,2.3219,2.8251,0.1981,2.3752,0.0,2022-10-17 13:47:55.991000+00:00
current,3.2047,3.2947,5.0477,2.0914,3.2194,0.0,2.1686,0.0676,2022-10-17 13:47:57.882000+00:00
current,3.3759,1.5399,5.6067,2.3725,2.781,0.2621,2.0485,0.0809,2022-10-17 13:47:59.773000+00:00
current,2.8849,0.3108,5.3359,2.3448,3.3984,0.7252,1.8929,0.1469,2022-10-17 13:48:01.664000+00:00
current,2.2672,0.0,5.3899,2.4789,3.5627,0.8577,1.7416,0.1214,2022-10-17 13:48:03.555000+00:00
current,1.9318,0.0,5.581,2.5512,2.8093,0.5264,0.5618,0.0686,2022-10-17 13:48:05.446000+00:00
current,1.6054,0.3399,5.1963,2.2331,2.6414,0.6757,0.5498,0.0865,2022-10-17 13:48:07.337000+00:00
current,1.9617,1.8626,4.9926,1.916,2.6475,0.7069,0.1601,0.0563,2022-10-17 13:48:09.228000+00:00
current,2.37,1.8914,6.2036,2.3039,2.6744,0.1264,0.0,0.0,2022-10-17 13:48:11.119000+00:00
current,2.2149,6.7217,4.83,2.0334,3.5997,0.2976,0.0699,0.0587,2022-10-17 13:48:13.010000+00:00
current,2.8081,6.6174,6.9303,1.2481,3.0285,0.0763,0.0,0.185,2022-10-17 13:48:14.901000+00:00
current,3.3131,6.6488,7.3949,0.9947,2.8684,0.3658,0.0,0.2144,2022-10-17 13:48:16.792000+00:00
current,3.2478,5.4587,6.7423,1.444,2.6034,0.7989,0.0,0.2205,2022-10-17 13:48:18.683000+00:00
current,2.697,4.193,7.6268,1.9307,2.3979,0.4452,0.0,0.1901,2022-10-17 13:48:20.574000+00:00
current,3.3086,3.4977,8.3424,2.2555,3.2309,0.0945,0.0,0.1521,2022-10-17 13:48:22.465000+00:00
current,3.1032,5.135,8.3584,2.0135,3.1595,0.3469,0.196,0.2283,2022-10-17 13:48:24.356000+00:00
current,3.0048,6.15,7.8417,1.8149,3.4162,0.0,0.0206,0.2499,2022-10-17 13:48:26.247000+00:00
current,2.701,8.2393,5.5072,1.8894,3.5922,0.2912,0.0,0.2497,2022-10-17 13:48:28.138000+00:00
current,2.1735,6.8387,4.5537,2.0271,3.5933,0.4254,0.0,0.2129,2022-10-17 13:48:30.029000+00:00
current,1.4313,7.7134,4.6407,1.2386,3.9091,0.4028,0.0,0.3678,2022-10-17 13:48:31.920000+00:00
current,1.7341,8.0365,5.2322,0.9215,4.026,0.6203,0.0,0.3431,2022-10-17 13:48:33.811000+00:00
current,1.3524,8.5377,5.2567,0.9871,3.9104,0.5582,0.0654,0.5822,2022-10-17 13:48:35.702000+00:00
current,2.7842,6.8676,5.7015,0.9096,3.5549,0.0194,0.0634,0.5743,2022-10-17 13:48:37.593000+00:00
current,2.1576,5.0786,5.2906,0.6635,3.4678,0.0,0.2733,0.4342,2022-10-17 13:48:39.484000+00:00
current,1.5146,6.047,6.0116,0.8722,3.5722,0.3196,0.3876,0.4338,2022-10-17 13:48:41.375000+00:00
current,1.7524,7.4639,8.536,0.7105,3.1235,0.4782,0.6212,0.4043,2022-10-17 13:48:43.266000+00:00
current,2.4373,6.3023,8.3505,0.1055,3.0551,0.8282,0.8576,0.3464,2022-10-17 13:48:45.157000+00:00
current,2.377,7.2625,7.8253,0.5618,2.7532,0.8671,1.4685,0.3756,2022-10-17 13:48:47.048000+00:00
current,2.5573,9.0914,7.499,0.5901,2.5253,0.6577,1.3333,0.3378,2022-10-17 13:48:48.939000+00:00
current,1.6035,8.1863,8.2135,0.7679,2.5265,0.9558,1.561,0.3268,2022-10-17 13:48:50.830000+00:00
current,1.2838,5.6116,7.8107,0.4291,3.0847,1.0821,0.7697,0.198,2022-10-17 13:48:52.721000+00:00
current,0.8131,3.4988,8.4746,0.1644,3.0891,0.6626,0.1548,0.1458,2022-10-17 13:48:54.612000+00:00
current,0.0099,2.6386,9.223,0.0,3.4006,1.1998,0.5268,0.1849,2022-10-17 13:48:56.503000+00:00
current,0.2166,2.2411,10.9649,0.0,3.653,1.6484,1.2967,0.3015,2022-10-17 13:48:58.394000+00:00
current,0.0,2.5531,10.9035,0.0,4.1604,1.2399,2.039,0.3244,2022-10-17 13:49:00.285000+00:00
current,0.0,2.8672,10.4148,0.5346,3.6714,1.3441,2.4029,0.3133,2022-10-17 13:49:02.176000+00:00
current,0.0,2.7306,10.2748,0.3806,3.3635,1.6312,3.067,0.2716,2022-10-17 13:49:04.067000+00:00
current,0.0,4.1627,9.7186,0.1175,3.5418,1.5622,2.0371,0.1024,2022-10-17 13:49:05.958000+00:00
current,0.0,3.0985,9.4488,0.0,3.7358,2.293,1.5414,0.2476,2022-10-17 13:49:07.849000+00:00
current,0.0,5.4505,10.6703,0.2645,3.9273,2.0449,0.9235,0.1914,2022-10-17 13:49:09.740000+00:00
current,0.2392,7.0369,9.502,1.1665,3.7354,1.9572,0.3418,0.1555,2022-10-17 13:49:11.631000+00:00
current,0.7165,8.3449,7.4192,1.0428,4.5797,2.7877,0.4146,0.1366,2022-10-17 13:49:13.522000+00:00
current,1.3254,7.0279,7.3188,1.2689,4.7242,2.2449,0.4897,0.1179,2022-10-17 13:49:15.413000+00:00
current,1.3456,6.7301,7.2978,1.0774,4.8341,2.1738,1.3526,0.1603,2022-10-17 13:49:17.304000+00:00
current,1.5049,7.8335,8.2618,0.9487,3.9448,2.2866,0.676,0.0984,2022-10-17 13:49:19.195000+00:00
current,1.7443,7.3187,7.7228,0.5649,3.4386,2.4485,0.2468,0.2262,2022-10-17 13:49:21.086000+00:00
current,1.7889,6.0395,6.87,0.6666,2.5044,2.04,0.9232,0.1874,2022-10-17 13:49:22.977000+00:00
current,1.5801,4.8227,5.9029,0.497,2.0843,2.4086,0.822,0.2071,2022-10-17 13:49:24.868000+00:00
current,1.4222,3.8072,5.0141,0.2426,2.5502,2.2639,1.5881,0.0633,2022-10-17 13:49:26.759000+00:00
current,1.0559,2.1246,3.953,0.7449,2.0554,1.9463,1.1657,0.1209,2022-10-17 13:49:28.650000+00:00
current,1.2987,7.1979,2.5512,1.094,2.1817,2.2413,1.3802,0.1513,2022-10-17 13:49:30.541000+00:00
current,1.279,3.8829,0.0713,1.5213,1.8391,1.6885,2.3984,0.1154,2022-10-17 13:49:32.432000+00:00
current,0.9983,2.4871,1.5379,1.5759,2.0024,1.6543,2.2778,0.2072,2022-10-17 13:49:34.323000+00:00
current,0.7462,3.8076,2.0889,1.2619,1.6801,1.5287,1.9086,0.2621,2022-10-17 13:49:36.214000+00:00
current,0.266,2.9086,4.9227,1.3772,1.8814,1.435,2.4931,0.1561,2022-10-17 13:49:38.105000+00:00
current,0.8452,2.6382,3.0778,1.4538,1.4223,1.7532,2.4929,0.1383,2022-10-17 13:49:39.996000+00:00
current,0.9506,3.6154,5.6307,1.1293,1.2292,1.5412,2.6925,0.1042,2022-10-17 13:49:41.887000+00:00
current,0.6106,5.5361,5.3327,1.7916,0.6577,1.2106,2.7204,0.0795,2022-10-17 13:49:43.778000+00:00
current,1.0767,5.1309,3.2989,1.7317,0.2107,0.7862,2.0903,0.0183,2022-10-17 13:49:45.669000+00:00
current,0.8637,6.7197,0.9493,1.739,0.3291,1.4003,2.4765,0.0,2022-10-17 13:49:47.560000+00:00
current,0.2812,3.8691,0.6467,1.7461,0.2457,0.717,2.9582,0.0002,2022-10-17 13:49:49.451000+00:00
current,0.8785,3.0872,2.1421,1.8616,0.0,0.7787,3.1393,0.0059,2022-10-17 13:49:51.342000+00:00
current,0.6961,4.1823,2.7041,1.7047,0.0,0.9993,3.1799,0.0,2022-10-17 13:49:53.233000+00:00
current,0.5912,7.5838,2.4279,2.0958,0.0,1.0025,3.0957,0.0,2022-10-17 13:49:55.124000+00:00
current,0.7047,5.843,4.0244,2.5127,0.0,1.04,2.9287,0.0,2022-10-17 13:49:57.015000+00:00
current,1.3157,3.9886,4.2143,1.7105,0.0,1.0582,2.5092,0.0,2022-10-17 13:49:58.906000+00:00
current,1.347,4.7429,2.2955,1.5809,0.0,0.9114,2.2872,0.0,2022-10-17 13:50:00.797000+00:00
current,0.812,4.9507,4.0948,1.9322,0.0,1.1929,2.3648,0.0,2022-10-17 13:50:02.688000+00:00
current,1.1356,3.8769,2.8488,2.0186,0.0,0.2761,1.9368,0.0795,2022-10-17 13:50:04.579000+00:00
current,0.9516,2.0961,1.6976,1.5589,0.0,0.6034,2.3827,0.0196,2022-10-17 13:50:06.470000+00:00
current,1.8822,1.642,1.7015,1.3864,0.0,1.2487,1.8125,0.0,2022-10-17 13:50:08.361000+00:00
current,1.8471,2.9248,2.3847,1.8959,0.0,1.1695,1.5255,0.0831,2022-10-17 13:50:10.252000+00:00
current,0.7835,2.683,1.7964,1.2716,0.0,1.3925,1.4126,0.118,2022-10-17 13:50:12.143000+00:00
current,1.0239,4.9238,0.0,1.3083,0.0,1.2026,1.3302,0.3039,2022-10-17 13:50:14.034000+00:00
current,1.9734,4.8043,0.0,1.264,0.6785,1.2824,0.9807,0.2577,2022-10-17 13:50:15.925000+00:00
current,2.6577,5.9021,1.2978,1.1214,1.2369,0.8979,1.8965,0.2284,2022-10-17 13:50:17.816000+00:00
current,3.3913,6.3621,1.6041,1.0187,1.0755,0.9163,1.3932,0.2793,2022-10-17 13:50:19.707000+00:00
current,2.7347,5.6615,3.2571,1.2566,1.4133,1.2786,1.8817,0.1649,2022-10-17 13:50:21.598000+00:00
current,3.0362,7.052,4.009,1.4933,1.4948,0.5282,1.4292,0.0375,2022-10-17 13:50:23.489000+00:00
current,2.5527,4.9528,3.3718,1.5759,1.3656,0.3763,1.3411,0.0394,2022-10-17 13:50:25.380000+00:00
current,2.5547,4.1481,2.5911,1.7557,1.8363,0.2148,1.5879,0.1574,2022-10-17 13:50:27.271000+00:00
current,1.8647,3.6522,3.0064,1.6518,1.0457,1.2496,0.993,0.1576,2022-10-17 13:50:29.162000+00:00
current,1.5342,4.5057,3.3867,2.0901,1.4763,1.4805,0.5183,0.1201,2022-10-17 13:50:31.053000+00:00
current,1.222,5.6812,3.6294,2.2528,1.8057,1.3425,0.7889,0.0782,2022-10-17 13:50:32.944000+00:00
current,1.6685,4.3761,3.9579,1.9484,1.4037,2.0464,0.7646,0.2556,2022-10-17 13:50:34.835000+00:00
current,2.0251,2.9714,3.8317,2.049,1.103,2.3837,1.8641,0.2523,2022-10-17 13:50:36.726000+00:00
current,2.1041,3.3978,3.7418,2.3301,0.856,2.0507,1.9156,0.157,2022-10-17 13:50:38.617000+00:00
current,1.4235,1.1405,2.8039,2.2907,1.398,2.0,1.9698,0.1124,2022-10-17 13:50:40.508000+00:00
current,1.2908,3.2686,1.6614,1.8465,1.5414,2.4574,1.0102,0.1097,2022-10-17 13:50:42.399000+00:00
current,0.9706,3.1712,2.8506,1.1463,1.0846,2.7274,1.2416,0.1533,2022-10-17 13:50:44.290000+00:00
current,1.4289,1.5381,1.7862,1.3796,1.4252,2.5774,2.1894,0.0506,2022-10-17 13:50:46.181000+00:00
current,1.9839,0.036,0.0,0.9831,1.1934,2.6851,2.2417,0.0602,2022-10-17 13:50:48.072000+00:00
current,2.4271,1.1393,0.0,0.7147,0.7207,2.7116,2.8242,0.1943,2022-10-17 13:50:49.963000+00:00
current,1.9892,2.0881,0.5778,0.4845,1.22,2.9041,3.0361,0.0711,2022-10-17 13:50:51.854000+00:00
current,0.6783,1.2188,0.7515,0.215,1.4439,2.4869,3.633,0.0,2022-10-17 13:50:53.745000+00:00
current,0.0,1.506,0.0,0.1953,1.4448,2.0225,3.5274,0.1133,2022-10-17 13:50:55.636000+00:00
current,0.7634,0.1054,1.4761,0.3239,2.2877,1.9463,3.2328,0.115,2022-10-17 13:50:57.527000+00:00
current,0.6553,0.2677,2.0524,0.1556,2.1079,1.2789,3.3222,0.1548,2022-10-17 13:50:59.418000+00:00
current,0.3966,3.2474,3.7078,0.0,1.5275,1.926,3.1319,0.3084,2022-10-17 13:51:01.309000+00:00
current,1.2694,6.9996,3.7206,0.0,1.7744,1.969,3.3212,0.3637,2022-10-17 13:51:03.200000+00:00
current,1.8805,6.5488,4.3907,0.0012,2.3223,1.585,3.5243,0.3381,2022-10-17 13:51:05.091000+00:00
current,1.8574,7.1948,2.9921,0.2152,2.6535,1.4305,3.8001,0.3159,2022-10-17 13:51:06.982000+00:00
current,1.6897,7.7117,0.0,0.3901,2.8176,0.7477,3.7292,0.2359,2022-10-17 13:51:08.873000+00:00
current,1.6133,4.7233,0.0,0.0411,2.3029,0.6414,3.8244,0.1583,2022-10-17 13:51:10.764000+00:00
current,1.7105,2.9672,0.0,0.456,1.5747,1.1918,3.1818,0.2939,2022-10-17 13:51:12.655000+00:00
current,2.4322,0.0,0.3438,0.0508,1.5756,0.5083,2.5847,0.3229,2022-10-17 13:51:14.546000+00:00
current,2.5378,0.8625,1.8865,0.2517,1.1046,0.0622,2.4009,0.2665,2022-10-17 13:51:16.437000+00:00
current,2.773,4.5505,2.5192,0.2987,0.9174,0.1342,1.9571,0.1886,2022-10-17 13:51:18.328000+00:00
current,3.1895,6.4324,1.6738,0.9757,0.8852,0.8023,0.9485,0.1066,2022-10-17 13:51:20.219000+00:00
current,2.4838,6.4571,1.9328,0.8379,1.4613,0.9352,0.804,0.2734,2022-10-17 13:51:22.110000+00:00
current,2.7377,6.2489,2.8588,0.8899,1.9322,0.5488,0.8937,0.2895,2022-10-17 13:51:24.001000+00:00
current,2.4815,5.6434,3.5104,0.9456,1.1308,0.5877,1.2224,0.3262,2022-10-17 13:51:25.892000+00:00
current,1.2246,7.406,2.4712,1.18,1.6493,0.5299,0.1104,0.274,2022-10-17 13:51:27.783000+00:00
current,0.2727,7.613,0.3426,1.5941,1.589,0.3254,0.509,0.3933,2022-10-17 13:51:29.674000+00:00
